001100 9 4 0.34 
001139 10 4 0.367 
000188 43 2 0.554 
001150 10 2 0.262 
000102 41 2 0.555 
001259 15 4 0.33 
001117 15 4 0.418 
000240 12 2 0.458 
001009 13 4 0.375 
000440 47 8 0.677 
000542 51 7 0.257 
001322 11 4 0.295 
001331 14 4 0.272 
001379 12 4 0.304 
001354 4 4 0.384 
000405 11 2 0.256 
001122 14 4 0.264 
000491 35 3 0.199 
001036 17 4 0.343 
001212 11 2 0.202 
001387 3 4 0.405 
000870 11 4 0.326 
000122 13 2 0.295 
001389 12 3 0.229 
000424 17 6 0.32 
000164 8 2 0.62 
000687 31 7 0.338 
000564 45 8 0.682 
000774 41 8 0.671 
001141 12 4 0.411 
001430 67 2 0.691 
001648 53 6 0.298 
001305 13 4 0.298 
000075 29 2 0.537 
000181 7 2 0.554 
000572 51 7 0.297 
001161 14 4 0.265 
001054 10 4 0.386 
001306 13 4 0.375 
000262 43 2 0.557 
001360 11 4 0.381 
001515 45 5 0.283 
000794 47 8 0.639 
000906 13 4 0.254 
000223 39 2 0.554 
001207 17 4 0.397 
000887 14 4 0.341 
000395 8 2 0.249 
001423 59 5 0.393 
001730 73 6 0.343 
001021 14 4 0.335 
001064 16 4 0.309 
001522 55 5 0.28 
001047 13 4 0.296 
001604 40 3 0.245 
000246 12 2 0.522 
001242 16 3 0.233 
000954 15 4 0.254 
001342 5 4 0.21 
001001 10 4 0.301 
000272 53 2 0.549 
000573 51 7 0.297 
000702 35 3 0.254 
000239 18 2 0.575 
001572 69 5 0.337 
001551 37 5 0.259 
001136 11 4 0.351 
001104 8 3 0.242 
000024 37 2 0.539 
000073 7 2 0.53 
000071 7 2 0.531 
001165 12 4 0.275 
000990 17 3 0.228 
000869 9 4 0.309 
000923 20 4 0.284 
001584 28 3 0.253 
000142 47 2 0.539 
001459 20 3 0.283 
000293 47 2 0.56 
001090 12 4 0.388 
000289 16 2 0.534 
001386 13 4 0.257 
000934 19 2 0.19 
000864 14 4 0.327 
000873 8 3 0.235 
000148 55 2 0.547 
000919 17 4 0.372 
001664 48 4 0.279 
000177 37 2 0.533 
001146 9 4 0.249 
000770 47 8 0.63 
000109 45 2 0.556 
000846 11 4 0.239 
000519 41 6 0.323 
000803 14 4 0.368 
000903 26 4 0.259 
001555 21 5 0.271 
001188 7 3 0.233 
001215 23 4 0.241 
001571 55 5 0.344 
000655 33 8 0.477 
000900 11 4 0.283 
000411 23 8 0.606 
000726 45 8 0.724 
001338 11 4 0.217 
001332 12 4 0.232 
000921 15 3 0.215 
001749 43 3 0.252 
001164 13 4 0.303 
001725 69 5 0.289 
001645 61 5 0.274 
000751 49 7 0.373 
001152 10 4 0.264 
001129 12 4 0.29 
000590 41 7 0.26 
001536 15 5 0.303 
000650 41 8 0.388 
001689 39 3 0.21 
001480 29 6 0.337 
000757 19 8 0.598 
001516 45 5 0.283 
001636 77 5 0.269 
000155 5 2 0.478 
000233 41 2 0.56 
000056 14 2 0.464 
001293 4 4 0.22 
001266 7 3 0.203 
001180 12 4 0.415 
001221 12 4 0.244 
000198 37 2 0.537 
000187 10 2 0.526 
000816 10 4 0.28 
000208 14 2 0.604 
000685 29 8 0.65 
000442 45 5 0.232 
001733 77 5 0.235 
001166 13 4 0.328 
000192 51 2 0.525 
001605 61 5 0.316 
000810 11 4 0.299 
000385 6 2 0.453 
001316 11 4 0.379 
001291 12 4 0.383 
000136 12 2 0.387 
000449 51 3 0.266 
001380 9 4 0.219 
001721 53 5 0.291 
001006 12 4 0.395 
000048 9 2 0.335 
000270 21 2 0.28 
000956 12 4 0.333 
001534 3 2 0.523 
