001100 9 4 0.607 
001139 10 4 0.624 
001150 10 4 0.588 
001117 15 4 0.499 
001009 13 3 0.598 
000440 47 7 0.419 
000542 51 7 0.43 
001122 14 4 0.662 
000491 35 7 0.352 
001036 17 4 0.521 
000870 11 4 0.683 
000424 17 7 0.408 
000687 31 8 0.423 
000564 45 7 0.429 
000774 41 7 0.437 
001141 12 4 0.599 
001648 53 7 0.381 
000572 51 7 0.414 
001161 14 4 0.637 
001054 10 4 0.592 
000794 47 8 0.455 
000906 13 4 0.63 
000887 14 4 0.619 
001730 73 7 0.428 
001021 14 4 0.395 
001064 16 4 0.531 
001047 13 4 0.6 
000954 15 4 0.587 
001001 10 4 0.605 
000573 51 7 0.414 
000702 35 4 0.448 
001136 11 4 0.686 
001104 8 4 0.607 
001165 12 4 0.602 
000990 17 4 0.583 
000869 9 3 0.955 
000923 20 4 0.492 
001090 12 4 0.569 
000934 19 3 0.986 
000864 14 4 0.618 
000873 8 3 0.592 
000919 17 3 0.717 
001664 48 4 0.414 
001146 9 4 0.546 
000770 47 8 0.448 
000846 11 4 0.677 
000519 41 7 0.433 
000803 14 4 0.624 
000903 26 4 0.575 
001188 7 4 0.631 
000655 33 8 0.435 
000900 11 4 0.683 
000726 45 7 0.424 
000921 15 4 0.611 
001749 43 3 0.984 
001164 13 4 0.643 
001725 69 7 0.442 
001645 61 7 0.439 
000751 49 8 0.447 
001152 10 4 0.609 
001129 12 4 0.568 
000590 41 7 0.432 
000650 41 7 0.439 
001689 39 4 0.506 
000757 19 8 0.425 
001636 77 7 0.432 
001180 12 4 0.537 
000816 10 4 0.631 
000685 29 8 0.43 
000442 45 7 0.436 
001733 77 3 0.806 
001166 13 4 0.601 
000810 11 4 0.664 
000449 51 3 0.398 
001721 53 8 0.429 
001006 12 4 0.554 
000956 12 3 0.639 
000734 35 4 0.418 
001740 65 8 0.437 
000837 12 4 0.639 
000717 37 8 0.445 
000430 35 3 0.459 
000471 27 8 0.43 
000854 10 4 0.593 
001169 14 4 0.517 
000775 41 7 0.437 
000696 35 4 0.435 
001149 12 4 0.557 
000565 45 7 0.429 
000899 11 3 0.789 
000602 33 7 0.419 
001045 14 4 0.596 
001095 14 4 0.64 
000579 39 8 0.439 
000828 13 4 0.616 
000691 37 8 0.439 
000417 27 8 0.427 
000714 41 7 0.434 
000729 53 8 0.422 
000446 43 8 0.431 
000530 45 7 0.432 
000654 33 8 0.435 
000582 37 3 0.378 
000506 39 8 0.448 
000601 33 7 0.418 
000771 47 8 0.448 
000750 49 8 0.447 
000720 33 8 0.432 
000716 37 8 0.445 
000488 37 8 0.442 
001643 89 3 0.436 
000434 33 8 0.43 
000741 41 7 0.436 
000541 37 7 0.398 
000704 47 8 0.448 
001659 31 4 0.334 
000763 25 8 0.423 
000722 39 8 0.437 
000613 35 4 0.406 
000620 43 8 0.441 
