000871 14 3 0.604 
001189 11 4 0.627 
001062 17 4 0.433 
000980 11 4 0.589 
001079 14 4 0.611 
001097 6 4 0.647 
001120 18 4 0.498 
001121 13 4 0.563 
001742 61 7 0.429 
001108 11 4 0.573 
000866 13 4 0.567 
001058 15 4 0.54 
001013 18 4 0.519 
001019 14 4 0.632 
001061 20 4 0.403 
001160 13 4 0.514 
000969 17 4 0.609 
000823 12 3 0.776 
001673 63 7 0.422 
001748 57 7 0.426 
001084 8 4 0.565 
001672 63 7 0.422 
000913 19 4 0.524 
001174 8 4 0.562 
001010 11 4 0.628 
000951 17 4 0.568 
001192 3 3 0.999 
000504 49 7 0.426 
000560 43 7 0.421 
000479 35 4 0.367 
000917 15 3 0.581 
000458 37 8 0.441 
001112 6 3 0.665 
001738 79 7 0.422 
001123 11 4 0.535 
000876 12 4 0.639 
001156 12 4 0.571 
001665 73 7 0.438 
000588 45 7 0.443 
001085 11 4 0.69 
000531 45 7 0.432 
000501 43 7 0.424 
000425 17 7 0.408 
001186 9 4 0.526 
001172 9 4 0.662 
001118 15 4 0.482 
001027 7 3 0.539 
000465 39 8 0.431 
001050 14 4 0.578 
001091 5 4 0.654 
000747 41 7 0.432 
000607 33 8 0.431 
000464 39 8 0.431 
000882 6 4 0.616 
001684 45 4 0.463 
001737 79 7 0.422 
001110 15 4 0.545 
001103 11 4 0.633 
001131 15 4 0.624 
000649 33 8 0.435 
001634 32 7 0.411 
001714 23 4 0.544 
000955 15 4 0.491 
000739 43 8 0.419 
001726 69 7 0.442 
000788 33 7 0.423 
001649 48 4 0.573 
000596 35 4 0.45 
000795 47 8 0.455 
001198 6 3 0.964 
001669 51 4 0.389 
000832 16 3 0.563 
001002 9 4 0.678 
000546 41 7 0.44 
001191 11 4 0.659 
000621 43 8 0.441 
001063 19 4 0.476 
000667 47 8 0.444 
001052 7 4 0.536 
001647 53 7 0.381 
000690 37 8 0.439 
000576 41 7 0.435 
000942 9 4 0.616 
000733 51 8 0.442 
001667 79 8 0.423 
000510 31 7 0.423 
001015 19 4 0.372 
001632 75 7 0.454 
001697 73 3 0.575 
001067 13 4 0.496 
000758 41 7 0.43 
000723 39 8 0.437 
000914 13 4 0.484 
000708 47 8 0.447 
000484 43 8 0.429 
000419 41 7 0.432 
001094 13 4 0.597 
001051 12 4 0.627 
000710 35 4 0.433 
000732 51 8 0.442 
000783 33 7 0.421 
001155 12 4 0.635 
000994 8 3 0.988 
000455 43 8 0.434 
000559 45 7 0.418 
001661 61 7 0.422 
001072 8 3 0.511 
001668 79 8 0.423 
000808 13 3 0.872 
000968 16 3 0.928 
000804 15 4 0.598 
000789 33 7 0.423 
001197 12 4 0.652 
001016 11 4 0.658 
001713 91 7 0.456 
001151 9 4 0.631 
001119 18 4 0.54 
000809 10 3 0.78 
000668 35 4 0.462 
000986 9 4 0.587 
000674 37 8 0.445 
001686 87 7 0.432 
000902 17 4 0.348 
000836 12 4 0.584 
000881 11 3 0.562 
001068 14 4 0.597 
000571 29 8 0.435 
000597 35 4 0.45 
001639 33 7 0.366 
000821 7 3 0.996 
001089 13 3 0.622 
000735 35 4 0.418 
001017 14 4 0.615 
001638 61 8 0.44 
001078 10 4 0.668 
000753 27 7 0.431 
001640 67 3 0.484 
001712 91 7 0.456 
001723 65 3 0.557 
001026 14 4 0.587 
000661 37 8 0.435 
000875 7 4 0.592 
000511 31 7 0.423 
001032 14 4 0.548 
001685 87 7 0.432 
000959 15 4 0.622 
001710 77 7 0.432 
000552 41 7 0.436 
000461 43 7 0.428 
000651 41 7 0.439 
000431 35 3 0.459 
001096 11 4 0.643 
001074 14 4 0.597 
000848 11 3 0.988 
001048 15 4 0.532 
000936 16 4 0.599 
000711 35 4 0.433 
000513 47 7 0.449 
001042 9 4 0.618 
000945 13 4 0.643 
001743 61 7 0.429 
001183 12 4 0.613 
001039 13 4 0.608 
000507 39 8 0.448 
001124 12 4 0.533 
000960 14 4 0.495 
001099 16 4 0.532 
001037 15 4 0.546 
001650 35 4 0.348 
000500 43 7 0.424 
000703 35 4 0.448 
001642 89 3 0.436 
000534 41 7 0.43 
001676 69 8 0.445 
000998 9 4 0.59 
000645 43 8 0.425 
000512 47 7 0.449 
000993 19 4 0.561 
000801 16 4 0.634 
000759 41 7 0.43 
000627 33 8 0.426 
001178 11 4 0.595 
000820 16 3 0.986 
000756 19 8 0.425 
