001100 9 4 0.437 
001139 10 4 0.44 
000188 43 2 0.669 
001150 10 4 0.422 
000102 41 2 0.697 
001259 15 4 0.447 
001117 15 4 0.433 
000240 12 4 0.232 
001009 13 4 0.331 
000440 47 7 0.498 
000542 51 8 0.614 
001322 11 4 0.442 
001331 14 4 0.442 
001379 12 4 0.439 
001354 4 4 0.344 
000405 11 4 0.383 
001122 14 3 0.25 
000491 35 8 0.592 
001036 17 4 0.377 
001212 11 3 0.258 
001387 3 4 0.252 
000870 11 3 0.246 
000122 13 3 0.241 
001389 12 3 0.257 
000424 17 7 0.441 
000164 8 2 0.666 
000687 31 8 0.639 
000564 45 7 0.47 
000774 41 8 0.613 
001141 12 4 0.442 
001430 67 5 0.25 
001648 53 7 0.338 
001305 13 4 0.261 
000075 29 2 0.682 
000181 7 2 0.667 
000572 51 8 0.542 
001161 14 4 0.261 
001054 10 4 0.315 
001306 13 4 0.377 
000262 43 2 0.688 
001360 11 4 0.386 
001515 45 3 0.241 
000794 47 8 0.715 
000906 13 4 0.261 
000223 39 2 0.699 
001207 17 4 0.443 
000887 14 4 0.397 
000395 8 4 0.247 
001423 59 7 0.242 
001730 73 3 0.244 
001021 14 4 0.414 
001064 16 4 0.424 
001522 55 6 0.266 
001047 13 3 0.252 
001604 40 3 0.251 
000246 12 5 0.232 
001242 16 3 0.251 
000954 15 3 0.252 
001342 5 4 0.402 
001001 10 4 0.444 
000272 53 2 0.686 
000573 51 8 0.542 
000702 35 7 0.471 
000239 18 2 0.657 
001572 69 5 0.229 
001551 37 5 0.254 
001136 11 4 0.447 
001104 8 4 0.261 
000024 37 2 0.684 
000073 7 5 0.237 
000071 7 2 0.661 
001165 12 4 0.432 
000990 17 3 0.253 
000869 9 4 0.445 
000923 20 4 0.428 
001584 28 3 0.258 
000142 47 2 0.662 
001459 20 2 0.497 
000293 47 2 0.695 
001090 12 4 0.398 
000289 16 2 0.675 
001386 13 3 0.252 
000934 19 4 0.398 
000864 14 3 0.25 
000873 8 3 0.254 
000148 55 2 0.66 
000919 17 4 0.439 
001664 48 3 0.251 
000177 37 2 0.678 
001146 9 3 0.239 
000770 47 8 0.726 
000109 45 2 0.682 
000846 11 3 0.248 
000519 41 6 0.234 
000803 14 4 0.419 
000903 26 3 0.248 
001555 21 3 0.241 
001188 7 3 0.255 
001215 23 4 0.258 
001571 55 5 0.241 
000655 33 8 0.576 
000900 11 3 0.251 
000411 23 8 0.63 
000726 45 8 0.556 
001338 11 3 0.256 
001332 12 3 0.249 
000921 15 3 0.252 
001749 43 3 0.259 
001164 13 4 0.253 
001725 69 5 0.24 
001645 61 3 0.239 
000751 49 7 0.483 
001152 10 3 0.253 
001129 12 4 0.429 
000590 41 8 0.657 
001536 15 3 0.231 
000650 41 8 0.671 
001689 39 3 0.249 
001480 29 3 0.244 
000757 19 8 0.513 
001516 45 3 0.241 
001636 77 3 0.246 
000155 5 3 0.241 
000233 41 2 0.699 
000056 14 2 0.233 
001293 4 3 0.247 
001266 7 4 0.257 
001180 12 4 0.443 
001221 12 4 0.293 
000198 37 2 0.669 
000187 10 7 0.265 
000816 10 3 0.249 
000208 14 2 0.663 
000685 29 8 0.485 
000442 45 8 0.442 
001733 77 5 0.299 
001166 13 4 0.446 
000192 51 2 0.668 
001605 61 5 0.244 
000810 11 4 0.259 
000385 6 4 0.263 
001316 11 4 0.447 
001291 12 4 0.44 
000136 12 4 0.243 
000449 51 6 0.232 
001380 9 4 0.267 
001721 53 3 0.242 
001006 12 4 0.437 
000048 9 3 0.212 
000270 21 4 0.235 
000956 12 4 0.438 
001534 3 5 0.25 
000318 45 2 0.686 
000734 35 8 0.497 
000351 17 5 0.256 
001740 65 3 0.242 
001281 10 3 0.245 
000837 12 3 0.253 
000717 37 8 0.676 
000430 35 7 0.293 
001539 9 3 0.236 
000237 49 2 0.682 
000471 27 8 0.562 
001433 59 7 0.257 
001426 77 3 0.246 
000854 10 4 0.443 
001493 61 6 0.235 
001169 14 4 0.447 
000775 41 8 0.613 
000696 35 7 0.488 
001149 12 3 0.251 
000565 45 7 0.47 
000899 11 4 0.441 
